Branch,First Name,Last Name,District,HB 1635: Floor Amendment #3,HB 1700: Recommendation #34,HB 1908,HB 2241,HB 2269,HB 2292,HB 2329,HB 2611,HB 2696,SB 1328,SB 1355,SB 1456,SB 1573,SB 1605,SB 1666
House,Gordon,Helsel Jr.,91,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Stephen,Heretick,79,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",Candidate voted to designate funds for green job training and transitioning - letting Virginia catch up with its neighbors in the clean tech economy.,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,"Candidate voted to remove unnecesarry limitations on renewable energy access, which allows Virginia to reduce fossil fuel dependency.",Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Charniele,Herring,46,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Keith,Hodges,98,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Patrick,Hope,47,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Timothy,Hugo,40,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,-,-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,"Candidate voted to continue unnecesarry limitations on renewable energy access, which prevents Virginia from reducing fossil fuel dependency.",Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Chris,Hurst,12,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Riley,Ingram,62,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,"Candidate voted against strengthening stormwater management programs, which weakens protection from storms increased by climate change.",Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Matthew,James,80,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,"Candidate voted to strengthen stormwater management programs, which ensures better protection from storms increased by climate change.",Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Jay,Jones,89,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Chris,Jones,76,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Mark,Keam,35,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,"Candidate voted to remove unnecesarry limitations on renewable energy access, which allows Virginia to reduce fossil fuel dependency.",Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Terry,Kilgore,1,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,"Candidate voted to continue unnecesarry limitations on renewable energy access, which prevents Virginia from reducing fossil fuel dependency.",Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Barry,Knight,81,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,"Candidate voted against establishing an environmental justice council, which denies the Governor meaningful advice about climate change's impact on low income communities.","Candidate voted against strengthening stormwater management programs, which weakens protection from storms increased by climate change.",Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Kaye,Kory,38,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,"Candidate voted to remove unnecesarry limitations on renewable energy access, which allows Virginia to reduce fossil fuel dependency.",Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Paul,Krizek,44,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Steven,Landes,25,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,"Candidate voted against establishing an environmental justice council, which denies the Governor meaningful advice about climate change's impact on low income communities.","Candidate voted against strengthening stormwater management programs, which weakens protection from storms increased by climate change.",Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,David,LaRock,33,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Jay,Leftwich Jr.,78,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Mark,Levine,45,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Joseph,Lindsey,90,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Alfonso,Lopez,49,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Daniel,Marshall III,14,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,John,McGuire III,56,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Joseph,McNamara,8,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Delores,McQuinn,70,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Jason,Miyares,82,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Will,Morefield,3,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Michael,Mullin,93,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,"Candidate voted to remove unnecesarry limitations on renewable energy access, which allows Virginia to reduce fossil fuel dependency.",Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
